#START7777
#--------------------------------------------------------------------------------------------------
#  ´Ü±â¿¹º¸ À°»ó Á¶È¸ [ÀÔ·ÂÀÎ¼öÇüÅÂ][¿¹] ?reg=&tmfc1=2013121018&tmfc2=2013121106&disp=0&help=1
#--------------------------------------------------------------------------------------------------
#  1. REG_ID   : ¿¹º¸±¸¿ªÄÚµå
#  2. TM_FC    : ¹ßÇ¥½Ã°¢(³â¿ùÀÏ½ÃºÐ,KST)
#  3. TM_EF    : ¹ßÈ¿½Ã°¢(³â¿ùÀÏ½ÃºÐ,KST)
#  4. MOD      : ±¸°£ (A01(24½Ã°£),A02(12½Ã°£))
#  5. NE       : ¹ßÈ¿¹øÈ£
#  6. STN      : ¹ßÇ¥°ü¼­
#  7. C        : ¹ßÇ¥ÄÚµå
#  8. MAN_ID   : ¿¹º¸°üID
#  9. MAN_FC   : ¿¹º¸°ü¸í
# 10. W1       : Ç³Çâ1(16¹æÀ§)
# 11. T        : Ç³Çâ°æÇâ(1:-, 2:ÈÄ)
# 12. W2       : Ç³Çâ2(16¹æÀ§)
# 13. TA       : ±â¿Â
# 14. ST       : °­¼öÈ®·ü(%)
# 15. SKY      : ÇÏ´Ã»óÅÂÄÚµå (DB01(¸¼À½),DB02(±¸¸§Á¶±Ý),DB03(±¸¸§¸¹À½),DB04(Èå¸²))
# 16. PREP     : °­¼öÀ¯¹«ÄÚµå (1(ºñ),2(ºñ/´«),4(´«/ºñ),3(´«))
# 17. WF       : ¿¹º¸
#--------------------------------------------------------------------------------------------------
# REG_ID TM_FC        TM_EF        MOD NE STN C MAN_ID       MAN_FC     W1 T W2  TA  ST SKY  PREP WF
11B20603 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20604 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   24   0 DB01    0 "¸¼À½"
11B20604 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  12  10 DB01    0 "¸¼À½"
11B20604 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  18  70 DB04    1 "Èå¸®°í ºñ"
11B20604 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  10 DB03    0 "±¸¸§¸¹À½"
11B20604 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  20   0 DB01    0 "¸¼À½"
11B20604 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10   0 DB01    0 "¸¼À½"
11B20604 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     S  1 SW  24   0 DB01    0 "¸¼À½"
11B20605 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20605 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  12  10 DB03    0 "±¸¸§¸¹À½"
11B20605 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  19  70 DB04    1 "Èå¸®°í ºñ"
11B20605 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  10 DB03    0 "±¸¸§¸¹À½"
11B20605 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20605 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10   0 DB01    0 "¸¼À½"
11B20605 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20606 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   26   0 DB01    0 "¸¼À½"
11B20606 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  11  10 DB01    0 "¸¼À½"
11B20606 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  19  70 DB04    1 "Èå¸®°í ºñ"
11B20606 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  10 DB03    0 "±¸¸§¸¹À½"
11B20606 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20606 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10   0 DB01    0 "¸¼À½"
11B20606 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     S  1 SW  25   0 DB01    0 "¸¼À½"
11B20609 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   24   0 DB01    0 "¸¼À½"
11B20609 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  11  10 DB03    0 "±¸¸§¸¹À½"
11B20609 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  18  70 DB04    1 "Èå¸®°í ºñ"
11B20609 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   7  10 DB03    0 "±¸¸§¸¹À½"
11B20609 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  19   0 DB01    0 "¸¼À½"
11B20609 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   9   0 DB01    0 "¸¼À½"
11B20609 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   23   0 DB01    0 "¸¼À½"
11B20610 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   24   0 DB01    0 "¸¼À½"
11B20610 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  13  10 DB03    0 "±¸¸§¸¹À½"
11B20610 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  18  70 DB04    1 "Èå¸®°í ºñ"
11B20610 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  10 DB03    0 "±¸¸§¸¹À½"
11B20610 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  20   0 DB01    0 "¸¼À½"
11B20610 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW  11   0 DB01    0 "¸¼À½"
11B20610 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   24   0 DB01    0 "¸¼À½"
11B20611 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20611 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  11   0 DB01    0 "¸¼À½"
11B20611 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  20  70 DB04    1 "Èå¸®°í ºñ"
11B20611 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11B20611 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  20   0 DB01    0 "¸¼À½"
11B20611 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   9   0 DB01    0 "¸¼À½"
11B20611 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20612 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20612 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10  10 DB01    0 "¸¼À½"
11B20612 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  19  70 DB04    1 "Èå¸®°í ºñ"
11B20612 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ °÷"
11B20612 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20612 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   8   0 DB01    0 "¸¼À½"
11B20612 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20701 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   26   0 DB01    0 "¸¼À½"
11B20701 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10   0 DB01    0 "¸¼À½"
11B20701 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  20  70 DB04    1 "Èå¸®°í ºñ"
11B20701 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11B20701 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20701 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   8   0 DB01    0 "¸¼À½"
11B20701 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20702 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11B20702 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  11  10 DB01    0 "¸¼À½"
11B20702 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  19  70 DB04    1 "Èå¸®°í ºñ"
11B20702 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ °÷"
11B20702 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20702 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   9   0 DB01    0 "¸¼À½"
11B20702 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   24   0 DB01    0 "¸¼À½"
11B20703 202405141100 202405141200 A02  0 109 2 lan98        ÀÌÇý¶õ     SW 1 W   26   0 DB01    0 "¸¼À½"
11B20703 202405141100 202405150000 A02  1 109 2 lan98        ÀÌÇý¶õ     S  1 SW  10   0 DB01    0 "¸¼À½"
11B20703 202405141100 202405151200 A02  2 109 2 lan98        ÀÌÇý¶õ     N  1 NE  21  70 DB04    1 "Èå¸®°í ºñ"
11B20703 202405141100 202405160000 A02  3 109 2 lan98        ÀÌÇý¶õ     W  1 NW   8  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11B20703 202405141100 202405161200 A02  4 109 2 lan98        ÀÌÇý¶õ     W  1 NW  21   0 DB01    0 "¸¼À½"
11B20703 202405141100 202405170000 A02  5 109 2 lan98        ÀÌÇý¶õ     S  1 SW   8   0 DB01    0 "¸¼À½"
11B20703 202405141100 202405171200 A02  6 109 2 lan98        ÀÌÇý¶õ     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10101 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10101 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   10   0 DB01    0 "¸¼À½"
11C10101 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   22  80 DB04    1 "Èå¸®°í ºñ"
11C10101 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB04    1 "Èå¸®°í ÇÑ¶§ ºñ"
11C10101 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   21   0 DB01    0 "¸¼À½"
11C10101 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10101 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10102 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10102 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  10   0 DB01    0 "¸¼À½"
11C10102 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   21  60 DB04    1 "Èå¸®°í ºñ"
11C10102 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10102 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  21   0 DB01    0 "¸¼À½"
11C10102 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SE 1 S    9   0 DB01    0 "¸¼À½"
11C10102 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10103 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10103 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     S  1 SW   9   0 DB01    0 "¸¼À½"
11C10103 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   21  60 DB04    1 "Èå¸®°í ºñ"
11C10103 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10103 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  20   0 DB01    0 "¸¼À½"
11C10103 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     S  1 SW   7   0 DB01    0 "¸¼À½"
11C10103 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10201 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10201 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10201 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  22  80 DB04    1 "Èå¸®°í ºñ"
11C10201 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   6  60 DB04    1 "Èå¸®°í °¡²û ºñ"
11C10201 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   18   0 DB01    0 "¸¼À½"
11C10201 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    6   0 DB01    0 "¸¼À½"
11C10201 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   24   0 DB01    0 "¸¼À½"
11C10202 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  27   0 DB01    0 "¸¼À½"
11C10202 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  10   0 DB01    0 "¸¼À½"
11C10202 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  24  80 DB04    1 "Èå¸®°í ºñ"
11C10202 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB04    1 "Èå¸®°í °¡²û ºñ"
11C10202 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  20   0 DB01    0 "¸¼À½"
11C10202 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7   0 DB01    0 "¸¼À½"
11C10202 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10301 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   27   0 DB01    0 "¸¼À½"
11C10301 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   13   0 DB01    0 "¸¼À½"
11C10301 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   22  60 DB04    1 "Èå¸®°í ºñ"
11C10301 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   9  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10301 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   22   0 DB01    0 "¸¼À½"
11C10301 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  12   0 DB01    0 "¸¼À½"
11C10301 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10302 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10302 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10302 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   22  60 DB04    1 "Èå¸®°í ºñ"
11C10302 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10302 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   21   0 DB01    0 "¸¼À½"
11C10302 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    7   0 DB01    0 "¸¼À½"
11C10302 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10303 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10303 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10303 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   22  70 DB04    1 "Èå¸®°í ºñ"
11C10303 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   6  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10303 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  20   0 DB01    0 "¸¼À½"
11C10303 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10303 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10304 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10304 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  10   0 DB01    0 "¸¼À½"
11C10304 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     NW 1 N   21  60 DB04    1 "Èå¸®°í ºñ"
11C10304 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10304 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     S  1 SW  21   0 DB01    0 "¸¼À½"
11C10304 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SE 1 S   10   0 DB01    0 "¸¼À½"
11C10304 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10401 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  25   0 DB01    0 "¸¼À½"
11C10401 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    9   0 DB01    0 "¸¼À½"
11C10401 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  23  60 DB04    1 "Èå¸®°í ºñ"
11C10401 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10401 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   20   0 DB01    0 "¸¼À½"
11C10401 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    9   0 DB01    0 "¸¼À½"
11C10401 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C10402 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10402 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10402 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     W  1 NW  23  60 DB04    1 "Èå¸®°í ºñ"
11C10402 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   6  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10402 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   21   0 DB01    0 "¸¼À½"
11C10402 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    8   0 DB01    0 "¸¼À½"
11C10402 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10403 202405141100 202405141200 A02  0 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   26   0 DB01    0 "¸¼À½"
11C10403 202405141100 202405150000 A02  1 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    9   0 DB01    0 "¸¼À½"
11C10403 202405141100 202405151200 A02  2 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   23  60 DB04    1 "Èå¸®°í ºñ"
11C10403 202405141100 202405160000 A02  3 131 2 kimes315     ±èÀÀ½Ä     W  1 NW   7  60 DB03    1 "±¸¸§¸¹°í ÇÑ¶§ ºñ"
11C10403 202405141100 202405161200 A02  4 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   21   0 DB01    0 "¸¼À½"
11C10403 202405141100 202405170000 A02  5 131 2 kimes315     ±èÀÀ½Ä     SW 1 W    9   0 DB01    0 "¸¼À½"
11C10403 202405141100 202405171200 A02  6 131 2 kimes315     ±èÀÀ½Ä     SW 1 W   25   0 DB01    0 "¸¼À½"
11C20101 202405141100 202405141200 A02  0 133 2 jeromi       À¯È«Á¾     S  1 SW  23   0 DB01    0 "¸¼À½"
11C20101 202405141100 202405150000 A02  1 133 2 jeromi       À¯È«Á¾     S  1 SW  12  10 DB01    0 "¸¼À½"
11C20101 202405141100 202405151200 A02  2 133 2 jeromi       À¯È«Á¾     W  1 NW  18  60 DB04    1 "Èå¸®°í °¡²û ºñ"
11C20101 202405141100 202405160000 A02  3 133 2 jeromi       À¯È«Á¾     W  1 NW   7   0 DB01    0 "¸¼À½"
11C20101 202405141100 202405161200 A02  4 133 2 jeromi       À¯È«Á¾     SW 1 W   19   0 DB01    0 "¸¼À½"
11C20101 202405141100 202405170000 A02  5 133 2 jeromi       À¯È«Á¾     S  1 SW  12   0 DB01    0 "¸¼À½"
11C20101 202405141100 202405171200 A02  6 133 2 jeromi       À¯È«Á¾     S  1 SW  22   0 DB01    0 "¸¼À½"
11C20102 202405141100 202405141200 A02  0 133 2 jeromi       À¯È«Á¾     S  1 SW  22   0 DB01    0 "¸¼À½"
11C20102 202405141100 202405150000 A02  1 133 2 jeromi       À¯È«Á¾     S  1 SW  13  20 DB03    0 "±¸¸§¸¹À½"
11C20102 202405141100 202405151200 A02  2 133 2 jeromi       À¯È«Á¾     W  1 NW  18  60 DB04    1 "Èå¸®°í °¡²û ºñ"
11C20102 202405141100 202405160000 A02  3 133 2 jeromi       À¯È«Á¾     W  1 NW   8   0 DB01    0 "¸¼À½"
11C20102 202405141100 202405161200 A02  4 133 2 jeromi       À¯È«Á¾     SW 1 W   19   0 DB01    0 "¸¼À½"
11C20102 202405141100 202405170000 A02  5 133 2 jeromi       À¯È«Á¾     S  1 SW  12   0 DB01    0 "¸¼À½"
11C20102 202405141100 202405171200 A02  6 133 2 jeromi       À¯È«Á¾     S  1 SW  21   0 DB01    0 "¸¼À½"
11C20103 202405141100 202405141200 A02  0 133 2 jeromi       À¯È«Á¾     S  1 SW  24   0 DB01    0 "¸¼À½"
11C20103 202405141100 202405150000 A02  1 133 2 jeromi       À¯È«Á¾     S  1 SW  11  10 DB01    0 "¸¼À½"
11C20103 202405141100 202405151200 A02  2 133 2 jeromi       À¯È«Á¾     W  1 NW  19  60 DB04    1 "Èå¸®°í ºñ"
11C20103 202405141100 202405160000 A02  3 133 2 jeromi       À¯È«Á¾     W  1 NW   8  10 DB01    0 "¸¼À½"
11C20103 202405141100 202405161200 A02  4 133 2 jeromi       À¯È«Á¾     S  1 SW  20   0 DB01    0 "¸¼À½"
11C20103 202405141100 202405170000 A02  5 133 2 jeromi       À¯È«Á¾     S  1 SW  11   0 DB01    0 "¸¼À½"
11C20103 202405141100 202405171200 A02  6 133 2 jeromi       À¯È«Á¾     S  1 SW  23   0 DB01    0 "¸¼À½"
11C20104 202405141100 202405141200 A02  0 133 2 jeromi       À¯È«Á¾     S  1 SW  24   0 DB01    0 "¸¼À½"
11C20104 202405141100 202405150000 A02  1 133 2 jeromi       À¯È«Á¾     S  1 SW  11  10 DB01    0 "¸¼À½"
11C20104 202405141100 202405151200 A02  2 133 2 jeromi       À¯È«Á¾     W  1 NW  20  60 DB04    1 "Èå¸®°í ºñ"
11C20104 202405141100 202405160000 A02  3 133 2 jeromi       À¯È«Á¾     W  1 NW   7  10 DB01    0 "¸¼À½"
11C20104 202405141100 202405161200 A02  4 133 2 jeromi       À¯È«Á¾     SW 1 W   20   0 DB01    0 "¸¼À½"
11C20104 202405141100 202405170000 A02  5 133 2 jeromi       À¯È«Á¾     S  1 SW  11   0 DB01    0 "¸¼À½"
11C20104 202405141100 202405171200 A02  6 133 2 jeromi       À¯È«Á¾     S  1 SW  23   0 DB01    0 "¸¼À½"
11C20201 202405141100 202405141200 A02  0 133 2 jeromi       À¯È«Á¾     S  1 SW  22   0 DB01    0 "¸¼À½"
11C20201 202405141100 202405150000 A02  1 133 2 jeromi       À¯È«Á¾     S  1 SW  12   0 DB01    0 "¸¼À½"
11C20201 202405141100 202405151200 A02  2 133 2 jeromi       À¯È«Á¾     W  1 NW  19  60 DB04    1 "Èå¸®°í °¡²û ºñ"
11C20201 202405141100 202405160000 A02  3 133 2 jeromi       À¯È«Á¾     W  1 NW   8   0 DB01    0 "¸¼À½"
